polvere,,COsa metti sotto tappeto?,,,
intervallo,,Cos'è ricreazione?,intervallo ricreazione,,
mosaico,,Quale opera fatta da tessere?,,,
pietra,,Cosa non roccia?,,,
gommapiuma,,PASSO?,quale imbottitura divani?,,
enologo,,Quale scienziato vino?,,,
picasso,,Quale pittore spagnolo?,,,
martello,,Cosa spinge chiodo?,,,
emisfero,,Quale metà terrestre?,,,
ragazza,,Quale sinonimo Giovanotta?,,,
moderno,,cos'è non antico? ,,,
oste,locandiera,cos'è non locandiere,,,
panchina,,dove siede riserva?,,,
guanciale,,quale insaccato carbonara?,,,
pomata,,quale crema spalmi addosso?,,,
monopattino,,PASSO?,,,
spine,,cosa sono pungenti nella rosa?,,,
smalto,,cosa metti su unghie?,,,
polo,,quale golf a cavallo?,,,
ostrica,,quale mollusco perlato?,,,
vocale,,PASSO?,,,
equatore,,quale parallelo caloroso?,,,
problema,,cosa risolvi a matematica?,,,
bugia,,cos'è non verità?,,,
sedile,,dove ti appoggi in auto?,,,
rai,,quale rete nazionale?,,,
trasparente,,com'è materiale invisibile?,,,
faro,,cosa illumina mare?,,,
fattorino,,,,,
letargo,,quale riposo dell'orso?,,,
piano,,cos'è non forte,,,
originale,,cos'è autentico?,,,
sodo,,quale uovo cotto duro?,,,
freezer,frigorifero,cos'è non frigorifero,,,
gru,,quale macchinario solleva?,,,
dita,,cosa sono mignolo pollice plurale,,,
pisolo,,quale nano dormiglione?,,,
fermata,,dove aspetti autobus?,,,
oliera,,PASSO,,,
mondina,,quale lavoratrice risaia? Chi raccoglie il riso?,,,
moquette ,,quale pavimento peloso?,,,
rubinetto,,,,,
quintale,,cos'è 100 kg?,,,
lupa,,quale simbolo calcistico roma?,,,
fiorentina,,quale bistecca toscana?,,,
avvicinare,,cos'è non allontanare,,,
fantasia,,cos'è non realtà,,,
muratore,,chi costruisce muro?,,,
esagono,,quale poligono ha sei lati? cos'è pentagono più uno,,,
regioni,,cosa sono toscana marche molise cazzi,,,
pane,,cos'è baguette generico?,,,
elmo,,cos'è di scipio?,,,
acquario,,quale segno zodiacale gianluca,,,
frullato,,quale bevanda con frtutta sminuzzata?,,,
emergenza,,cos'è imprevisto prioritario? / quale chiamata senza sim ?,,,
fiori,,cos'è d'arancio nel matrimonio?,,,
principe,,cos'è figlio di re,,,
pisa,,cos'è non livorno,,,
oblò,,quale finestra navale?,,,
orizzonte,,Cos'è degli eventi nei buchi neri? Quale riga immaginaria campo visivo? cos'è non verticonte ^ UIAHJUAHUAH,,,
carota,,quale ortaggio dei conigli?,,,
maionese,,cos'è non ketchup,,,
penelope,,quale moglie ulisse?,,,
ruvido,,cos'è non liscio?,,,
cavatappi,,cos'è tirabusciò ? (c'è nel vocabolario),,,
disegno,,cosa fai con matita?,,,
domestico,,cos'è casalingo?,,,
pavone,,quale animale fa la ruota?,,,
folla,,cos'è calca inferocita?,,,
magia,,cosa fa silvan femminile?,,,
guardia,,cos'è di finanza?,,,
pazienza,,quale virtu dei forti?,,,
modella,,cos'è naomi campbell?,,,
facile,,cos'è non difficile,,,
carretto,,cosa tirano i buoi piccoletto? cos'è piccoletto trainato da buoi?,,,
documentario,,cos'è programma televisivo scientifico / cosa presenta Piero Angela generico,,,
pipa,,cosa fuma sherlock holmes,,,
liane,tarzan,cosa usa tarzan plurale,,,
estetista ,,chi fa ceretta manicure,,,
gradini,,quale sinonimo scalini,,,
liquori,,cosa sono whiskey scotch generici,,,
lucciole,brillare,quali insetti brillano,,,
dote,,PASSO?,,,
ercole,fatiche,chi sostenne 12  fatiche,,,
muso,,quale bocca di animali,,,
fondente,,cos'è non al latte,,,
apnea,,cos'è trattenere fiato in acqua,,,
perimetro,,cos'è somma lati,,,
pappagallo,,quale uccello parlante colorato,,,
collant,calze,cos'è calze femminili francese,,,
carnivori,erbivori,cos'è non erbivori onnivori,,,
gallina,coccodè,chi fa coccodè / cosa fa buon brodo,,,
linea,punto,cos'è non punto,,,
pesca,caccia,cos'è non caccia,,,
patente,,quale documento per guidare / cosa consegui per guidare,,,
cassonetto,,cos'è piccoletto dei rifiuti per strada,,,
donzelletta,,chi vien dalla campagna piccoletta,,,
conchiglie,,cosa raccogli sulla spiaggia plurale,,,
fenice,,chi risorge dalle ceneri,,,
artigiano,,chi lavoratore della qualità / cos'è falegname calzolaio generico,,,
fibbia,cintura,quale parte metallica cintura,,,
tosaerba,,cosa taglia girardino elettrico,,,
curriculum,,cosa invii per lavoro latino,,,
letto,,dove dormi matrimoniale 7 cos'è singolo o matrimoniale,,,
pallina,,cos'è piccolina da tennis gialla,,,
duetto,,PASSO,,,
falò,fuoco spiaggia,quale fuoco sulla spiaggia notte,,,
caverna,,cos'è grotta sinonimo preistorica,,,
ettaro,,cos'è diecimila metri quadrati terreno,,,
macedonia,,cos'è frutta mista tagliata,,,
campidoglio,sindaco roma,dove risiede sindaco Roma,,,
oasi,deserto,quale miraggio nel deserto,,,
catena,di montaggio,cos'è di montaggio in fabbrica,,,
nuoto,,quale sport dorso rana generico,,,
promuovere,,cos'è non bocciare qualcuno / ,,,
fornaio,,chi cuoce pane,,,
pianeti,,cosa giove marte generici,,,
dromedario,cammello,cos'è non cammello,,,
faraglioni,,quali scogli grandi a Capri,,,
energia,,cos'è eolica elettrica rinnovabile,,,
avvocato,,quale lavoro Gianluca,,,
bikini,,cos'è costume due pezzi,,,
caffè,,cos'è espresso nero,,,
pavimento,,cosa non è soffitto,,,
arrosto,,cos'è pollo al forno,,,
tara,,cos'è non netto lordo peso,,,
maschile,,cos'è non femminile,,,
europa,,quale continente nostro,,,
domatore,,quale addomesticatore leoni circense,,,
giacca,,cosa indossi sopra camicia,,,
favola,,cos'è fiaba sinonimo,,,
attivo ,,cos'è non passivo,,,
esami,,cosa dai all'università con voti,,,
amarena,,cos'è non ciliegia,,,
arpa,,cosa suona cupido,,,
discorso,,cosa fa presidente a capodanno,,,
allenamento,,cosa fai in palestra,,,
cerone,,quale trucco bianco clown,,,
visiera,,cosa abbassi nel casco,,,
esatto,,PASSO,,,
appartamento,,Quale casa nel condominio,,,
inno,,cos'è di mameli,,,
acciuga,,quale soprannome allegri / cos'è non sardina alice,,,
bancarella,,quale negozio al mercato,,,
dimissioni,,cosa rassegni a lavoro,,,
educato,,cos'è cortese garbato sinonimo,,,
doge,,quale capo di venezia / quale cane meme,,,
ambasciatore,,chi non porta pena,,,
novità,,PASSO,,,
carato,,quale misura diamante singolare,,,
cartellino,,cosa estrae arbitro piccolino,,,
collega,,cos'è lavoratore amico,,,
drago,,cos'è Ivan in rocky IV,,,
athos,,chi non aramis dartagnan portos,,,
giardino,,cos'è prato casalingo,,,
lampadario,,cos'è appeso al soffitto illumninante,,,
dondolo,,cos'è sedia oscillante,,,
edera,,quale pianta rampicante,,,
iceberg,,cosa affondò titanic,,,
contrade,,quali quartieri senesi,,,
architetto,,che lavoro fa lello,,,
capanna,,cos'è dello zio tom,,,
cartomante,,chi legge tarocchi,,,
grosso,,quale sale non fino,,,
barriera,,cos'è corallina,,,
boscaiolo,,cos'è taglialegna,,,
dozzina,,cos'è sporca nel western / cos'è undicina più uno,,,
dilettante,,cos'è allo sbaraglio amatore,,,
astronauta,,cos'è cristoforetti / parmitano,,,
canditi,,quale frutta nel panettone uvetta,,,
bufala,,quale mozzarella campana,,,
fioraio,,chi vende rose viole margherite,,,
fattoria,,cos'è degli animali orwell,,,
enea,,passo,,,
eco,,quale umberto scrittore / quale rimbombo caverna,,,
gioco,,cos'è dell'oca,,,
fusa,,cosa fa gatto felice,,,
aranciata,,cos'è non limonata,,,
lettera,,cos'è minuscola maiuscola,,,
casello,,dove paghi pedaggio,,,
alpino,,cos'è non appenninico / quale militare montano,,,
buco,,cos'è dell'ozono,,,
cortile,aia,cos'è aia sinonimo,,,
luce,,cos'è non buio,,,
apparecchiare,,cos'è mettere tovaglia,,,
amleto,,cos'è teschio shakespire,,,
bora,,quale vento  triestino ,,,
coniuge,,quale moglie marito giuridico,,,
dama,,cos'è non scacchi,,,
basilico,,cos'è non prezzemolo,,,
aliscafo,,cos'è non traghetto,,,
brividi,,cos'è pelle d'oca,,,
dopodomani,,cos'è tra due giorni,,,
età,,cos'è 40 anni per te,,,
appendere,,PASSO,,,
mozzarella,,cos'è di bufala,,,
diritto,,cos'è non rovescio,,,
labbra,,dove metti rossetto bocca,,,
diluvio,,cos'è pioggia universale,,,
distratto,,cos'è non attento,,,
bimestre,,cos'è 60 giorni,,,
tarocchi,,cosa legge cartomante,,,
dischetto,,dove metti pallone per rigore,,,
commedia,,cos'è divina per dante,,,
foglie,,cosa cadono in autunno,,,
elastico,,quale giocata ronaldinho ,,,
accento,,cos'è non apostrofo,,,
aculei,,quali spine istrice riccio?,,,
bavaglino,,cosa indossa bambino a tavola,,,
calcolatrice,,cosa usi per fare operazioni,,,
segugio,,quale cane fiuta,,,
caravelle,,quali navi colombo,,,
alluce,,quale pollice piede,,,
bacio,,cosa schioccchi con le labbra,,,
laurea,,cos'è non diploma,,,
colonna,,cosa sorregge tempio singolare,,,
bacchetta,,quale posata orientale singolare,,,
bottiglia,,quale contenitore acqua generica,,,
farmacista,,chi vende medicine,,,
aida,,quale nome Yespica ,,,
balsamico,,quale aceto di modena,,,
canarino,,quale uccellino giallo,,,
spazzolone,,PASSO,,,
autografo,,cos'è firma famosa,,,
bandolo,,cos'è della matassa,,,
agrigento,,quale città siciliana dei templi,,,
breve,,com'è Pipino,,,
cubetto,,cos'è piccoletto di ghiaccio,,,
campanile,,cos'è di Giotto a Firenze,,,
lontananza,,cos'è non vicinanza,,,
aritmetica,,cos'è algebra matematica sinonimo,,,
purgatorio,,cos'è non inferno paradiso,,,
antifurto,,PASSO,,,
libero,,quale ruolo Baresi / cos'è non occupato,,,
briciole,,cosa sono molliche di pane,,,
barrito,,quale verso elefante,,,
pagella,,cos'è elenco voti scolastica,,,
vitamine,,cosa sono integratori A B C / cos'è non sali minerali,,,
sedia,,cos'è non tavolo singolare / cos'è seggiola,,,
battesimo,,quale primo sacramento,,,
base,,cos'è non altezza triangolo,,,
bomboniera,,cosa contiene confetti matrimoniali,,,
allegria,,quale motto mike buongiorno,,,
candeline,,cosa spengi al compleanno piccoline,,,
bolle,,quale roberto ballerino,,,
atlantico,,cos'è non pacifico,,,
cenone,,cos'è non pranzone,,,
altare,,cos'è della patria a roma (non della pace ),,,
talpa,,quale animale cieco,,,
auto,,PASSO?,,,
calzolaio,,chi ripara scarpe,,,
classico,scientifico - liceo,cos'è non scientifico liceo /quale liceo non scientifico,,,
tenore,baritono,cos'è non baritono,,,
benzina,diesel,cos'è diesel generica /cos'è verde al distributore/cos'è petrolio per auto,,,
washington,,quale capitale usa,,,
cellulare,,cos'è smatphone generico,,,
aranciata,limonata,cos'è non limonata,,,
novembre,,cosa dopo ottobre,,,
tavoletta,,cosa abbassi del water,,,
ovale,,cos'è circonferenza allungata,,,
pagine,,cosa sfogliate7girate nel libro,,,
arena,,cos'è edificio di Verona /cos'è sabbia sinonimo,,,
collodi,,chi Carlo Pinocchio,,,
fiatone,,cos'hai quando corri,,,
cartello,,cos'è STOP stradle generico,,,
coniglio,,quale animale nel cilindro,,,
canini,,cos'è non molari incisivi,,,
mercurio,,quale metalle liquido / quale metallo nel termometro,,,
tutto,,cos'è non niente,,,
everest,,quale monte più alto asiatico,,,
camomilla,,cos'è tisana soporifera/rilassante,,,
meccanico,,chi ripara auto,,,
merenda,,cos'è pasto pomeridiano / quali compagni Pacciani,,,
gettone,,cos'è moneta telefonica maschile,,,
padella,pentola,cos'è non pentola,,,
mimo,,PASSO,,,
arciere,,cos'è robin hood bravissimo,,,
feriale,festivo,cos'è non festivo,,,
bar,,dover prendi caffé,,,
madrina ,padrino,chi/cos'è non padrino,,,
coccodrillo,,cos'è alligatore,,,
ago,pagliaio,cosa cerchi nel pagliaio,,,
scrivania,,quale tavolo per studiare/pc/computer,,,
sella,,quale seduta cavallo moto,,,
segreto,,cos'è di Fatima terzo,,,
scatoletta,,cos'è piccoletta di acciughe,,,
occhiolino,,cos'è ammicco piccolino,,,
nettuno,,quale dio marino romano (cos'è posedione sinonimo),,,
dettato,,PASSO,,,
vongole,cozze,cos'è non cozze,,,
collana,,cos'è indossata di perle,,,
europeo,,cos'è dopo/sopra nazionale,,,
scopa,,cosa spazza / cosa usi spazzando,,,
cresta,,cos'è sul gallo onda,,,
marmitta,,cos'è catalitica,,,
monetina,,cosa piccolina lancia arbitro testa o croce,,,
sposa,,quale donna nuziale / quale donna con abito bianco,,,
metalli,,cosa ferro acciaio generici,,,
assemblea,,cos'è riunione condominiale,,,
memoria,,come impari poesie,,,
appello,,cos'è assente presente assente ... /processo secondo grado,,,
mercato,,cos'è con bancarelle ortofrutticolo,,,
,,,,,
cavolo,,cos'è verza cappuccio generico,,,
peggio ,meglio,cos'è non meglio,,,
rettore,,quale capo università,,,
etna,,quale vulcano siciliano / catanese,,,
domani,,cos'è dopo oggi / cos'è non oggi ieri,,,
sporco,,cos'è non pulito,,,
binocolo,cannocchiale,cos'è non cannocchiale,,,
natale,,cos'è 25 dicembre,,,
veloce,lento,cos'è non lento,,,
levante,ponente,cos'è non ponente,,,
ricamo,,PASSO,,,
assente,presente,cos'è non presente,,,
bisnonno,,cos'è doppio padre di padre,,,
riassunto,,,,,
napoleone,bonaparte,chi bonaparte,,,
salsiccia,luganega,cos'è luganega sinonimo,,,
numeri,,cosa sono 2 59 generici,,,
mezzanotte,spaghettata,quale orario spaghettata,,,
pittore,,cos'è picasso,,,
maturità,,quale esame scuole superiori,,,
riccioli,,cos'è boccoli generici,,,
patate,novelle,cosa sono novelle,,,
gita,,quale viaggio scolastico,,,
geloso,,cos'è uomo possessivo insicuro,,,
matrigna,,quale cattiva Cenerentola,,,
portachiavi,,PASSO,,,
scudo,,cos'ha Capitan America,,,
ventaglio ,,cos'è agitato manualmente per farsi aria (PASSO?),,,
lavandino,,cos'è acquaio del bagno piccolino,,,
rigido,,cos'è non flessibile,,,
lana,pecora,cos'è pelliccia pecora /quale pelo della pecora,,,
lezione,impartire,cosa impartisce la maestra,,,
integrale,,cos'è pane scuro / farina scura (non mi dite di andare sulla matematica che vi inculo),,,
famiglia,,cos'è mamma babbo figli insieme,,,
saluto,,cos'è ciao generico,,,
autoradio,,cos'è stereo della macchina (PASSO?),,,
sommozzatore,,cos'è palombaro sinonimo,,,
egeo,ionio,cos'è non Ionio / quale mare greco,,,
cuscino ,,dove poggi testa dormendo,,,
enne,,cos'è dopo emme,,,
dadi,,cosa lanci al casinò con facce,,,
scapolo,,cos'è non ammogliato,,,
palestra,,dove ti alleni generica,,,
operaio,,quale lavoratore in fabbrica,,,
nebbia,fitta - padana,cos'è fitta padana,,,
prezzemolo,,cos'è non sedano,,,
trappola,,cos'è trabocchetto per animali,,,
transatlantico,,quale nave Titanic - quale nave per oceani ,,,
sandali,,cos'è scarpe aperte?,,,
adesivo,,quale nastro elettrico? quale nastro da elettricista?,,,
cruscotto,,dov'è tachimetro?,,,
predica,,quale rimprovero morale in chiesa?,,,
atletica,,quale pista intorno al campo? cos'è leggera con corsa salto ,,,
maniche,,dove tieni l'asso plurale?,,,
rettangolo,,cos'è quadrato allungato,,,
pizzico,,cos'è poco di sale con dita,,,
penultimo ,,cos'è non secondo?,,,
pollaio,,dove stanno i galli?,,,
raffreddore,,cos'è naso chiuso?,,,
corredo,,quali lenzuola al matrimonio?,,,
rose,,quali fiori con spine?,,,
stromboli,,quale isola vulcano siciliana?,,,
trotto,,cos'è non galoppo?,,,
soprano,,cos'è non tenore ?,,,
tropici,,cos'è del cancro e del capricorno? MEGA PASSO,,,
concorrenti,,cosa siamo noi qui?,,,
burattino,,cos'è pinocchio?,cos'è pinocchio piccolino?,,
sidecar,,quale moto doppia?,,,
corazziere,,,cos'è carabiniere alto?,,
spacco,,quale taglio gonna?,,,
cornetto,,quale cono confezionato?,cos'è briosch croissant,,
ottavo,,chi dopo settimo?,cps'è dopo settimo,,
guance,,cosa sono gote?,cos'è gote,,
televisione,,quale elettrodomestico rai?,,,
staffetta,testimone,quale gara con testimone?,,,
cravatta,nodo,cosa annodi al collo ,,,
notturno,,cos'è non diurno,,,
tubo,,dove scorre acqua gas,,,
toro,,quale bovino pamplona?,,,
cucire,,cos'è non tagliare?,,,
sirena,,cosa suona l'ambulanza?,,,
salame,,quale salsiccia dura? / cosa riconosci a occhio e croce?,,,
astuccio,,,Dove metti penne a scuola?,,
detersivo,,quale sapone vestiti?,,,
asta,,quale compravendita al rialzo?,,,
passaporto,,quale documento internazionale?,,,
trucco,,cos'è con parrucco?,,,
laterale,,quale fallo batti con le mani?,,,
mano ,,cos'è non piede,,,
abruzzo,,quale regione ancona? / dov'è l'aquila,,,
oceano,,cos'è atlantico e pacifico?,,,
lievito,,cosa fa crescere il pane?,,,
romeo,,chi è non giulietta?,,,
stringere,,cos'è non allargare,,,
tennista,,cos'è federer?,,,
regionale,,cos'è non provinciale comunale?,Cosa dopo provinciale,,
hostess,,quale assistente di volo femminile?,cos'è non stewart,,
animali,,cosa sono cani gatti cavalli generici,,,
ruggine,,cos'è ossido di ferro?,,,
maggio,,quale mese dopo aprile?,,,
fossette,,,,,
sabbia,,cosa contiene la clessidra?,,,
bassotto,,quale cane salsicciotto? quale cane piccolo e lungo?,,,
telefono,,cos'ha la cornetta e la tastiera?,,,
aeroplano,,cos'è velivolo completo?,quale velivolo completo generico,,
sacchetto,,cos'è busta di plastica?,,,
omaggio,,cos'è gratis?,Cos'è gratis / cos'è prodotto gratis / cos'è cadeut,,
dedica,,,,,
salone,,quale soggiorno grande stanza?,,,
crescente,,cos'è non calante?,,,
orto,,dove coltivi in giardino? ,,,
lametta,,cos'è piccoletta per radersi?,radersi,,
giusto,,cos'è non sbagliato?,,,
mago,,quale lavoro silvan?,,,
sale,,cos'è non zucchero?,,,
acetone,,quale solvente per smalto?,,,
beta,,cos'è non apha ?,,,
rodeo,,quale sport con lazo?,texas,,
firenze,,quale città nostra?,,,
vestito,,chi non è nudo?,,,
tarzan,,chi usava le liane?,,,
coccinella,,quale insetto portafortuna rosso pois?,,,
comico,,quale lavoro panariello?,,,
lisca,,cos'è osso del pesce?,,,
stanghette,,quali piccolette negli occhiali,,,
oro,,cos'è non argento,,,
stalla,,dove dorme il cavallo?,,,
luna,,cos'è non terra?,quale satellite terrestre,,
anno,,cos'è 365 giorni ?,,,
mappa,,cos'è del tesoro cartacea?,,,
roditori,,cosa sono topo criceto talpa scoiattolo ecc,,,
rebbi,,quali punte forcone?,quali denti forchetta,,
aladino,,quale lampada dei desideri?,,,
ricerca,,quale motore su internet?+,cos'è googlare sostantivo?,,
mantello,,cosa indossa sulle spalle superman+?,,,
singolo,,cos'è non multiplo / letto non matrimoniale,,,
stracciatella,,quale gelato panna e cioccolato,,,
giaccone,,quale cappotto pesante?,,,
desiderio,,Cosa esprimi guardando stella cadente?,a ESPRIMI già devi prenotare,,
ciuffo,,Quale soprannome Mancini? ,,,
togliere,,cos'è levare? / cos'è rimuovere ?,,,
peggiore,,cos'è non migliore,,,
ghiaccio,,quali cubetti in cocktail?,,,
shrek,,quale Film orco verde?,,,
torsolo,,cos'è scarto della mela?,,,
rotondo,,quale forma maschile del cerchio? / com'è il pallone ?,,,
traversa,,cos'è non pali nella porta?,,,
acrobata,,quale circense salta generico,,,
tango,,quale ballo argentino,,,
aperitivo,,cos'è prima di cena dopo merenda,,,
stirare,,cos'è rimuovere pieghe da vestiti?,,,
maiale,,quale animale salsiccia?,,,
sapone,,cos'è detergente generico?,,,
bussola,,quale strumento indica nord?,,,
spiedo,,quale pollo arrosto gira?,,,
sincero,,chi è non bugiardo?,,,
acropoli,,quale porzione città greca in collina?,troppe parole ,,
soffio,,cosa spenge la candelina?,,,
prossimo,remoto,cos'è non remoto,,,
addio,,quale saluto definitivo?,,,
fodero,,dove riponi coltello,,,
continenti,,cosa sono europa africa ecc,,,
antico,,cos'è vecchio vecchio / cos'è vecchissimo,,,
loira,,cos'è non senna francese?,,,
cioccolatini,,cosa sono le praline,,,
cassetta,,cos'è degli attrezzi contenitore?,,,
agenda,,cos'è diario generica ?,,,
tettuccio,,cos'è apribile nella cabriolet?,,,
anticipo,si può dire posticipo?,cos'è non posticipo,,,
sciame,,quale branco di api,,,
carta,,Cosa non sasso forbice,,,
spinaci,,quale verdura braccio di ferro (cos'è non bietola),,,
hollywood,,quale città americana cinema,,,
corna,,cos'è toro in testa,,,
serie,,cos'è di fourier,,,
professore,,quale insegnante superiori,,,
senior,,chi non junior,,,
loro,,chi non noi,,,
record,,,,,
aumentare,,cos'è non diminuire,,,
stivali,,quali scarpe texane,,,
puledro,,quale cavallo giovane,,,
ginocchio,,quale articolazione menisco,,,
valle,,cos'è non monte,,,
lingua,,dove stanno papille gustative,,,
senato,,cos'è non camera,,,
calma,,cosa mantieni con freddezza,,,
schiena,,cos'è groppone,,,
amalfi,,cos' è non sorrento,BOH,,
calorie,,cosa bruci in palestra,,,
ceretta,,cos'è striscia epilatoria,,,
buonanotte,,quale saluto notturno,,,
cavalletta,,quale insetto piaga divina?,,,
vendere,,cos'è non comprare,,,
peluche,,quale orsacchiotto per bambini,,,
avvento,,quale calendario natalizio,,,
singhiozzo,,Passo,,,
scorpione,,quale segno di novembre,,,
ketchup,,cos'è non maionese pomodori,,,
massimo,,cos'è non minimo,,,
clessidra,,quale orologio di sabbia,,,
scarpetta,,cosa perde cenerentola piccoletta,,,
frizione,,quale pedale del cambio?,,,
venezia,,quale città canali,,,
museo,,cos'è specola uffizzi,,,
racchetta,,cosa impugni nel tennis,,,
parallele,,quali rette non perpendicolari,,,
cleopatra,,quale principessa egizia,,,
tema,,cos'è compito d'italiano,,,
cigno,,cos'è brutto anatroccolo,,,
chicchirichì,,quale verso gallo,,,
cinquecento,,cos'è 499 + 1,,,
maestà,,quale appellativo Re sire,,,
stoffa,,cos'è cotone lino poliestere diocane,,,
orlo,,cos'è cucitura sull'estremità,,,
sauna,,cos'è non bagno turco,,,
bucatini,,quali spaghetti forati,,,
cerniera,,cos'è lampo nei pantaloni,,,
fresco,,cos'è freddo piacevole (bohhhhhhhh),,,
capra,,quale animale broken sword (quale ovino cornuto),,,
sassofono,,quale strumento Rita (quale ottone Jazz),,,
prosciutto,,cos'è cotto crudo - cos'è non speck,,,
gara,,cos'è competizione generica,,,
montecitorio,,quale edificio camera deputati,,,
fontana,,cos'è di trevi,,,
legna,,cosa alimenta fuoco femminile,,,
aurora,,cos'è boreale,,,
pescivendolo,,chi commercia prodotti ittici,,,
fune,,cos'è corda,,,
abele,,chi non caino,,,
compleanno,,cos'è genetliaco,,,
tuta,,cos'è il tony,,,
tacchino,,quale animale al ringraziamento,,,
allungare,,cos'è non accorciare,,,
tana,,quale casa sotterranea animale,,,
trampolino,,quale asse per tuffarsi,,,
uovo,,cos'è alla cock,,,
taglie ,,cosa sono xl xs,,,
povero,,chi non ricco,,,
pentola,,dove cuoci generico,,,
strumenti,,cosa sono chitarra pianoforte,,,
scala,,cosa sali con gradini,,,
ciao,,quale saluto generico,,,
aprile,,quale mese dopo marzo,,,
cane,,cosa non è gatto,,,
flora,,cosa non è fauna,,,
mutande,,cos'è slip boxer,,,
frutteto,,quale bosco con melo pero albicocco,,,
turista,,cos'è italiano a londra,,,
vasetto,,quale contenitore yogurt,,,
pallanuoto,,quale sport settebello,,,
elba,,quale isola Napoleone,,,
tribunale,,dove arringa l'avvocato,,,
biberon,,quale bottiglia neonato,,,
piatto,,quale stoviglia piano fondo,,,
tendone,,quale edificio circense,,,
napoli,,quale squadra lavezzi,,,
avorio,,quale materiale zanne,,,
scalzo,,chi senza scarpe,,,
unghie,,dove metti smalto,,,
cicogna,,quale volatile porta bambini,,,
muscoli,,cosa sono deltoide addominali,,,
lupo,,quale canide ulula?,,,
vulcano,,cos'è etna,,,
sbagliato,,cos'è non giusto,,,
vegetariano,,cos'è non vegano,,,
presentatore,,quale lavoro amadeus,,,
ciclope,,chi fu accecato da ulisse,,,
sarto,,chi cuce vestito maschile,,,
autostop,,cos'è chiedere passaggio,,,
volume,,cosa alzi nello stereo,,,
maestra,,quale insegnante elementare,,,
ambo,,cos'è non terno,,,
macellaio,,quale commerciante carni,,,
zampe,,cosa sono arti animali,,,
nome,,quale appellativo personale,,,
zafferano,,quale risotto giallo spezia,,,
prato,,dove lavora gianluca,,,
stretto,,cos'è non largo,,,
biennio,,cos'è 24 mesi,,,
tokyo,,quale capitale giappone,,,
sempre,,cos'è non mai,,,
cocomero,,cos'è anguria,,,
regina,,cos'è madre principe,,,
triste,,cos'è non felice,,,
addizione,,cos'è non sottrazione,,,
succo,,cos'è di frutta alla pera,,,
spedire,inviare,Cos'è inviare sinonimo? ,,,
merlo,,quale uccello nero becco giallo,,,
fiera,,cos'è festa mezzana,,,
cuffia,,cos'è cappello piscina,,,
poeta,,cos'è leopardi,,,
pizzaiolo,,chi prepara margherita capricciosa,,,
monumento,,cos'è altare della patria,,,
permanente,,cos'è arricciatura capelli,,,
caffettiera,,cos'è moka,,,
collo,,dove indossi sciarpa,,,
buio,,cos'è non illuminato,,,
allarme,,cosa scatta con ladro,,,
adamo,,chi non eva,,,
fa,,quale nota dopo il Mi,,,
veterinario,,quale dottore animali,,,
giungla,,dove vive tarzan,,,
fronte,,cosa non retro,,,
potabile,,quale acqua commestibile,,,
molari,, cos'è non canini incisivi - quali denti schiacciano,,,
camper,,cos'è non roulotte,,,
rovescio,,cos'è non diritto tennis,,,
caviglia,,quale articolazione piede,,,
pubblico,,cos'è non privato,,,
tulipani,,quali fiori olandesi,,,
frumento,,cos'è grano,,,
zio,,chi è fratello mamma,,,
cammello,,cos'è non dromedario,,,
cartella,,quale zaino a scuola,,,
terrestre,,cos'è non marziano - cos'è non alieno,,,
partenza,,cosa non è arrivo,,,
ande,,quale catena montuosa sudamericana,,,
spigolo,,dove sbatti mignolino,,,
divisa,,cosa indossa carabiniere,,,
fruttivendolo,,chi vende mele pere,,,
calvo,,cos'è pelato non capelli,,,
pastore,,quale cane per gregge / chi gestisce/guida  gregge,,,
ripetere,,cos'è bocciare l'anno,,,
finestrino,,cosa abbassi in auto,,,
nuovo,,cos'è non vecchio,,,
indirizzo,,cos'è via delle betulle,,,
auguri,,cosa invii a natale,,,
camerino,,quale spogliatoio teatro,,,
cellulite,,quale inestetismo cosce donne,,,
nobel,,quale premio svedese,,,
muro,,cos'è di cinta,,,
sonnifero,,cosa prendi per dormire,,,
assisi,,dov'è san francesco,,,
arnia,,cosa non alveare,,,
eremita,,chi vive solo in montagna,,,
nastro,,cos'è scotch isolante,,,
accendino,,cos'è non fiammifero?,,,
suocera,,cos'è mamma moglie?,,,
firma,,cos'è autografo sottoscrizione,,,
rami,,Quali braccia Alberi,,,
anatra,,Cos'è non papera oca,,,
duomo,,cos'è chiesa principale,,,
argenteria,oreria,cos'è non oreria,,,
spalle,"larghe, zaino, deltoide",cos'hai larghe nella schiena / cos'è deltoidi,,,
imbuto,travasare,cosa un per travasare,,,
gonna ,pantalone,cos'è non pantalone,,,
domestico,selvatico,cos'è non selvatico,,,
brocca,caraffa,cos'è caraffa,,,
dirigilibe,mongolfiera,cos'è non dirigibile - cos'è Zeppelin volante,,,
garage,cantina,cos'è non cantina,,,
soffitta,mansarda,cos'è mansarda,,,
capriola,giravolta,cos'è giravolta a terra,,,
esempio,,cos'è caso pratico di regola generale,,,
scaldabagno,,cos'è non raffredda cucina,,,
aia,cortile,cos'è cortile sinonimo,,,
congelatore,ghiacciaia,cos'è ghiacciaia sinonimo,,,
Oxford,Cambridge,cos'è non cambridge,,,
carciofo,giudia,cos'è alla giudia,,,
tagliaunghie,forbicine,cos'è non forbicine,,,
cespuglio,,cos'è siepe tonda selvatica,,,
